卫星对,开始时间,结束时间
Satellite143-Satellite151,6 Jun 2025 09:45:38.179,6 Jun 2025 09:47:15.090,96.911
Satellite143-Satellite151,6 Jun 2025 10:43:38.736,6 Jun 2025 10:45:15.647,96.911
Satellite143-Satellite151,6 Jun 2025 11:41:39.295,6 Jun 2025 11:43:16.197,96.902
Satellite143-Satellite151,6 Jun 2025 12:39:39.848,6 Jun 2025 12:41:16.758,96.91
Satellite143-Satellite151,6 Jun 2025 13:37:40.401,6 Jun 2025 13:39:17.314,96.913
Satellite143-Satellite151,6 Jun 2025 14:35:40.960,6 Jun 2025 14:37:17.865,96.905
Satellite143-Satellite151,6 Jun 2025 15:33:41.512,6 Jun 2025 15:35:18.423,96.911
Satellite143-Satellite151,6 Jun 2025 16:31:42.068,6 Jun 2025 16:33:18.978,96.91
Satellite143-Satellite151,6 Jun 2025 17:29:42.624,6 Jun 2025 17:31:19.531,96.907
Satellite143-Satellite151,6 Jun 2025 18:27:43.183,6 Jun 2025 18:29:20.091,96.908
Satellite143-Satellite151,6 Jun 2025 19:25:43.734,6 Jun 2025 19:27:20.647,96.913
Satellite143-Satellite151,6 Jun 2025 20:23:44.292,6 Jun 2025 20:25:21.198,96.906
Satellite143-Satellite151,6 Jun 2025 21:21:44.845,6 Jun 2025 21:23:21.757,96.912
Satellite143-Satellite151,6 Jun 2025 22:19:45.401,6 Jun 2025 22:21:22.313,96.912
Satellite143-Satellite151,6 Jun 2025 23:17:45.956,6 Jun 2025 23:19:22.866,96.91
Satellite143-Satellite151,7 Jun 2025 00:15:46.515,7 Jun 2025 00:17:23.424,96.909
Satellite143-Satellite151,7 Jun 2025 01:13:47.066,7 Jun 2025 01:15:23.979,96.913
Satellite143-Satellite151,7 Jun 2025 02:11:47.625,7 Jun 2025 02:13:24.531,96.906
Satellite143-Satellite151,7 Jun 2025 03:09:48.178,7 Jun 2025 03:11:25.090,96.912
Satellite143-Satellite152,6 Jun 2025 04:00:00.000,7 Jun 2025 04:00:00.000,86400.0
Satellite143-Satellite153,6 Jun 2025 04:00:00.000,7 Jun 2025 04:00:00.000,86400.0
Satellite143-Satellite161,6 Jun 2025 04:00:00.000,6 Jun 2025 04:11:45.139,705.139
Satellite143-Satellite161,6 Jun 2025 04:39:48.657,6 Jun 2025 05:09:45.691,1797.034
Satellite143-Satellite161,6 Jun 2025 05:37:49.215,6 Jun 2025 06:07:46.247,1797.032
Satellite143-Satellite161,6 Jun 2025 06:35:49.772,6 Jun 2025 07:05:46.806,1797.034
Satellite143-Satellite161,6 Jun 2025 07:33:50.323,6 Jun 2025 08:03:47.357,1797.034
Satellite143-Satellite161,6 Jun 2025 08:31:50.879,6 Jun 2025 09:01:47.913,1797.034
Satellite143-Satellite161,6 Jun 2025 09:29:51.437,6 Jun 2025 09:59:48.470,1797.033
Satellite143-Satellite161,6 Jun 2025 10:27:51.994,6 Jun 2025 10:57:49.028,1797.034
Satellite143-Satellite161,6 Jun 2025 11:25:52.545,6 Jun 2025 11:55:49.580,1797.035
Satellite143-Satellite161,6 Jun 2025 12:23:53.101,6 Jun 2025 12:53:50.135,1797.034
Satellite143-Satellite161,6 Jun 2025 13:21:53.659,6 Jun 2025 13:51:50.692,1797.033
Satellite143-Satellite161,6 Jun 2025 14:19:54.216,6 Jun 2025 14:49:51.249,1797.033
Satellite143-Satellite161,6 Jun 2025 15:17:54.767,6 Jun 2025 15:47:51.802,1797.035
Satellite143-Satellite161,6 Jun 2025 16:15:55.323,6 Jun 2025 16:45:52.357,1797.034
Satellite143-Satellite161,6 Jun 2025 17:13:55.881,6 Jun 2025 17:43:52.913,1797.032
Satellite143-Satellite161,6 Jun 2025 18:11:56.438,6 Jun 2025 18:41:53.471,1797.033
Satellite143-Satellite161,6 Jun 2025 19:09:56.989,6 Jun 2025 19:39:54.024,1797.035
Satellite143-Satellite161,6 Jun 2025 20:07:57.545,6 Jun 2025 20:37:54.579,1797.034
Satellite143-Satellite161,6 Jun 2025 21:05:58.103,6 Jun 2025 21:35:55.135,1797.032
Satellite143-Satellite161,6 Jun 2025 22:03:58.660,6 Jun 2025 22:33:55.693,1797.033
Satellite143-Satellite161,6 Jun 2025 23:01:59.211,6 Jun 2025 23:31:56.245,1797.034
Satellite143-Satellite161,6 Jun 2025 23:59:59.767,7 Jun 2025 00:29:56.801,1797.034
Satellite143-Satellite161,7 Jun 2025 00:58:00.325,7 Jun 2025 01:27:57.357,1797.032
Satellite143-Satellite161,7 Jun 2025 01:56:00.882,7 Jun 2025 02:25:57.915,1797.033
Satellite143-Satellite161,7 Jun 2025 02:54:01.432,7 Jun 2025 03:23:58.467,1797.035
Satellite143-Satellite161,7 Jun 2025 03:52:01.989,7 Jun 2025 04:00:00.000,478.011
Satellite143-Satellite162,6 Jun 2025 04:00:00.000,6 Jun 2025 04:01:52.842,112.842
Satellite143-Satellite162,6 Jun 2025 04:30:20.772,6 Jun 2025 04:59:53.398,1772.626
Satellite143-Satellite162,6 Jun 2025 05:28:21.324,6 Jun 2025 05:57:53.954,1772.63
Satellite143-Satellite162,6 Jun 2025 06:26:21.879,6 Jun 2025 06:55:54.509,1772.63
Satellite143-Satellite162,6 Jun 2025 07:24:22.435,6 Jun 2025 07:53:55.065,1772.63
Satellite143-Satellite162,6 Jun 2025 08:22:22.990,6 Jun 2025 08:51:55.620,1772.63
Satellite143-Satellite162,6 Jun 2025 09:20:23.546,6 Jun 2025 09:49:56.176,1772.63
Satellite143-Satellite162,6 Jun 2025 10:18:24.101,6 Jun 2025 10:47:56.731,1772.63
Satellite143-Satellite162,6 Jun 2025 11:16:24.656,6 Jun 2025 11:45:57.287,1772.631
Satellite143-Satellite162,6 Jun 2025 12:14:25.212,6 Jun 2025 12:43:57.842,1772.63
Satellite143-Satellite162,6 Jun 2025 13:12:25.767,6 Jun 2025 13:41:58.398,1772.631
Satellite143-Satellite162,6 Jun 2025 14:10:26.323,6 Jun 2025 14:39:58.953,1772.63
Satellite143-Satellite162,6 Jun 2025 15:08:26.878,6 Jun 2025 15:37:59.508,1772.63
Satellite143-Satellite162,6 Jun 2025 16:06:27.434,6 Jun 2025 16:36:00.064,1772.63
Satellite143-Satellite162,6 Jun 2025 17:04:27.989,6 Jun 2025 17:34:00.619,1772.63
Satellite143-Satellite162,6 Jun 2025 18:02:28.545,6 Jun 2025 18:32:01.175,1772.63
Satellite143-Satellite162,6 Jun 2025 19:00:29.100,6 Jun 2025 19:30:01.730,1772.63
Satellite143-Satellite162,6 Jun 2025 19:58:29.656,6 Jun 2025 20:28:02.286,1772.63
Satellite143-Satellite162,6 Jun 2025 20:56:30.211,6 Jun 2025 21:26:02.841,1772.63
Satellite143-Satellite162,6 Jun 2025 21:54:30.767,6 Jun 2025 22:24:03.397,1772.63
Satellite143-Satellite162,6 Jun 2025 22:52:31.322,6 Jun 2025 23:22:03.952,1772.63
Satellite143-Satellite162,6 Jun 2025 23:50:31.878,7 Jun 2025 00:20:04.508,1772.63
Satellite143-Satellite162,7 Jun 2025 00:48:32.433,7 Jun 2025 01:18:05.063,1772.63
Satellite143-Satellite162,7 Jun 2025 01:46:32.989,7 Jun 2025 02:16:05.619,1772.63
Satellite143-Satellite162,7 Jun 2025 02:44:33.544,7 Jun 2025 03:14:06.174,1772.63
Satellite143-Satellite162,7 Jun 2025 03:42:34.100,7 Jun 2025 04:00:00.000,1045.9
Satellite143-Satellite163,6 Jun 2025 04:25:58.263,6 Jun 2025 04:44:55.718,1137.455
Satellite143-Satellite163,6 Jun 2025 05:23:58.814,6 Jun 2025 05:42:56.278,1137.464
Satellite143-Satellite163,6 Jun 2025 06:21:59.370,6 Jun 2025 06:40:56.829,1137.459
Satellite143-Satellite163,6 Jun 2025 07:19:59.930,6 Jun 2025 07:38:57.385,1137.455
Satellite143-Satellite163,6 Jun 2025 08:18:00.481,6 Jun 2025 08:36:57.940,1137.459
Satellite143-Satellite163,6 Jun 2025 09:16:01.041,6 Jun 2025 09:34:58.500,1137.459
Satellite143-Satellite163,6 Jun 2025 10:14:01.592,6 Jun 2025 10:32:59.051,1137.459
Satellite143-Satellite163,6 Jun 2025 11:12:02.152,6 Jun 2025 11:30:59.608,1137.456
Satellite143-Satellite163,6 Jun 2025 12:10:02.707,6 Jun 2025 12:29:00.166,1137.459
Satellite143-Satellite163,6 Jun 2025 13:08:03.258,6 Jun 2025 13:27:00.717,1137.459
Satellite143-Satellite163,6 Jun 2025 14:06:03.818,6 Jun 2025 14:25:01.276,1137.458
Satellite143-Satellite163,6 Jun 2025 15:04:04.369,6 Jun 2025 15:23:01.833,1137.464
Satellite143-Satellite163,6 Jun 2025 16:02:04.924,6 Jun 2025 16:21:02.384,1137.46
Satellite143-Satellite163,6 Jun 2025 17:00:05.484,6 Jun 2025 17:19:02.940,1137.456
Satellite143-Satellite163,6 Jun 2025 17:58:06.035,6 Jun 2025 18:17:03.499,1137.464
Satellite143-Satellite163,6 Jun 2025 18:56:06.591,6 Jun 2025 19:15:04.050,1137.459
Satellite143-Satellite163,6 Jun 2025 19:54:07.151,6 Jun 2025 20:13:04.606,1137.455
Satellite143-Satellite163,6 Jun 2025 20:52:07.702,6 Jun 2025 21:11:05.161,1137.459
Satellite143-Satellite163,6 Jun 2025 21:50:08.262,6 Jun 2025 22:09:05.721,1137.459
Satellite143-Satellite163,6 Jun 2025 22:48:08.813,6 Jun 2025 23:07:06.272,1137.459
Satellite143-Satellite163,6 Jun 2025 23:46:09.373,7 Jun 2025 00:05:06.829,1137.456
Satellite143-Satellite163,7 Jun 2025 00:44:09.928,7 Jun 2025 01:03:07.388,1137.46
Satellite143-Satellite163,7 Jun 2025 01:42:10.479,7 Jun 2025 02:01:07.938,1137.459
Satellite143-Satellite163,7 Jun 2025 02:40:11.039,7 Jun 2025 02:59:08.497,1137.458
Satellite143-Satellite163,7 Jun 2025 03:38:11.590,7 Jun 2025 03:57:09.054,1137.464
Satellite143-Satellite166,6 Jun 2025 04:00:00.000,6 Jun 2025 04:16:20.726,980.726
Satellite143-Satellite166,6 Jun 2025 04:54:33.251,6 Jun 2025 05:14:21.287,1188.036
Satellite143-Satellite166,6 Jun 2025 05:52:33.808,6 Jun 2025 06:12:21.842,1188.034
Satellite143-Satellite166,6 Jun 2025 06:50:34.361,6 Jun 2025 07:10:22.397,1188.036
Satellite143-Satellite166,6 Jun 2025 07:48:34.917,6 Jun 2025 08:08:22.948,1188.031
Satellite143-Satellite166,6 Jun 2025 08:46:35.472,6 Jun 2025 09:06:23.508,1188.036
Satellite143-Satellite166,6 Jun 2025 09:44:36.028,6 Jun 2025 10:04:24.059,1188.031
Satellite143-Satellite166,6 Jun 2025 10:42:36.588,6 Jun 2025 11:02:24.619,1188.031
Satellite143-Satellite166,6 Jun 2025 11:40:37.140,6 Jun 2025 12:00:25.175,1188.035
Satellite143-Satellite166,6 Jun 2025 12:38:37.698,6 Jun 2025 12:58:25.730,1188.032
Satellite143-Satellite166,6 Jun 2025 13:36:38.250,6 Jun 2025 13:56:26.283,1188.033
Satellite143-Satellite166,6 Jun 2025 14:34:38.805,6 Jun 2025 14:54:26.841,1188.036
Satellite143-Satellite166,6 Jun 2025 15:32:39.361,6 Jun 2025 15:52:27.392,1188.031
Satellite143-Satellite166,6 Jun 2025 16:30:39.920,6 Jun 2025 16:50:27.952,1188.032
Satellite143-Satellite166,6 Jun 2025 17:28:40.472,6 Jun 2025 17:48:28.508,1188.036
Satellite143-Satellite166,6 Jun 2025 18:26:41.028,6 Jun 2025 18:46:29.063,1188.035
Satellite143-Satellite166,6 Jun 2025 19:24:41.582,6 Jun 2025 19:44:29.617,1188.035
Satellite143-Satellite166,6 Jun 2025 20:22:42.138,6 Jun 2025 20:42:30.174,1188.036
Satellite143-Satellite166,6 Jun 2025 21:20:42.693,6 Jun 2025 21:40:30.729,1188.036
Satellite143-Satellite166,6 Jun 2025 22:18:43.254,6 Jun 2025 22:38:31.280,1188.026
Satellite143-Satellite166,6 Jun 2025 23:16:43.809,6 Jun 2025 23:36:31.841,1188.032
Satellite143-Satellite166,7 Jun 2025 00:14:44.361,7 Jun 2025 00:34:32.396,1188.035
Satellite143-Satellite166,7 Jun 2025 01:12:44.918,7 Jun 2025 01:32:32.952,1188.034
Satellite143-Satellite166,7 Jun 2025 02:10:45.471,7 Jun 2025 02:30:33.503,1188.032
Satellite143-Satellite166,7 Jun 2025 03:08:46.026,7 Jun 2025 03:28:34.062,1188.036
Satellite144-Satellite145,6 Jun 2025 04:00:00.000,7 Jun 2025 04:00:00.000,86400.0
Satellite144-Satellite152,6 Jun 2025 04:36:15.216,6 Jun 2025 04:37:52.129,96.913
Satellite144-Satellite152,6 Jun 2025 05:34:15.775,6 Jun 2025 05:35:52.681,96.906
Satellite144-Satellite152,6 Jun 2025 06:32:16.328,6 Jun 2025 06:33:53.238,96.91
Satellite144-Satellite152,6 Jun 2025 07:30:16.884,6 Jun 2025 07:31:53.795,96.911
Satellite144-Satellite152,6 Jun 2025 08:28:17.443,6 Jun 2025 08:29:54.346,96.903
Satellite144-Satellite152,6 Jun 2025 09:26:17.998,6 Jun 2025 09:27:54.906,96.908
Satellite144-Satellite152,6 Jun 2025 10:24:18.549,6 Jun 2025 10:25:55.462,96.913
Satellite144-Satellite152,6 Jun 2025 11:22:19.108,6 Jun 2025 11:23:56.013,96.905
Satellite144-Satellite152,6 Jun 2025 12:20:19.660,6 Jun 2025 12:21:56.572,96.912
Satellite144-Satellite152,6 Jun 2025 13:18:20.216,6 Jun 2025 13:19:57.129,96.913
Satellite144-Satellite152,6 Jun 2025 14:16:20.771,6 Jun 2025 14:17:57.683,96.912
Satellite144-Satellite152,6 Jun 2025 15:14:21.331,6 Jun 2025 15:15:58.239,96.908
Satellite144-Satellite152,6 Jun 2025 16:12:21.882,6 Jun 2025 16:13:58.795,96.913
Satellite144-Satellite152,6 Jun 2025 17:10:22.441,6 Jun 2025 17:11:59.346,96.905
Satellite144-Satellite152,6 Jun 2025 18:08:22.993,6 Jun 2025 18:09:59.906,96.913
Satellite144-Satellite152,6 Jun 2025 19:06:23.549,6 Jun 2025 19:08:00.462,96.913
Satellite144-Satellite152,6 Jun 2025 20:04:24.105,6 Jun 2025 20:06:01.016,96.911
Satellite144-Satellite152,6 Jun 2025 21:02:24.663,6 Jun 2025 21:04:01.572,96.909
Satellite144-Satellite152,6 Jun 2025 22:00:25.215,6 Jun 2025 22:02:02.128,96.913
Satellite144-Satellite152,6 Jun 2025 22:58:25.773,6 Jun 2025 23:00:02.679,96.906
Satellite144-Satellite152,6 Jun 2025 23:56:26.326,6 Jun 2025 23:58:03.239,96.913
Satellite144-Satellite152,7 Jun 2025 00:54:26.886,7 Jun 2025 00:56:03.795,96.909
Satellite144-Satellite152,7 Jun 2025 01:52:27.437,7 Jun 2025 01:54:04.349,96.912
Satellite144-Satellite152,7 Jun 2025 02:50:27.993,7 Jun 2025 02:52:04.905,96.912
Satellite144-Satellite152,7 Jun 2025 03:48:28.548,7 Jun 2025 03:50:05.461,96.913
Satellite144-Satellite153,6 Jun 2025 04:00:00.000,7 Jun 2025 04:00:00.000,86400.0
Satellite144-Satellite154,6 Jun 2025 04:00:00.000,7 Jun 2025 04:00:00.000,86400.0
Satellite144-Satellite161,6 Jun 2025 04:35:13.067,6 Jun 2025 04:55:01.101,1188.034
Satellite144-Satellite161,6 Jun 2025 05:33:13.621,6 Jun 2025 05:53:01.656,1188.035
Satellite144-Satellite161,6 Jun 2025 06:31:14.176,6 Jun 2025 06:51:02.212,1188.036
Satellite144-Satellite161,6 Jun 2025 07:29:14.732,6 Jun 2025 07:49:02.767,1188.035
Satellite144-Satellite161,6 Jun 2025 08:27:15.292,6 Jun 2025 08:47:03.319,1188.027
Satellite144-Satellite161,6 Jun 2025 09:25:15.846,6 Jun 2025 09:45:03.879,1188.033
Satellite144-Satellite161,6 Jun 2025 10:23:16.399,6 Jun 2025 10:43:04.434,1188.035
Satellite144-Satellite161,6 Jun 2025 11:21:16.957,6 Jun 2025 11:41:04.990,1188.033
Satellite144-Satellite161,6 Jun 2025 12:19:17.509,6 Jun 2025 12:39:05.542,1188.033
Satellite144-Satellite161,6 Jun 2025 13:17:18.064,6 Jun 2025 13:37:06.100,1188.036
Satellite144-Satellite161,6 Jun 2025 14:15:18.620,6 Jun 2025 14:35:06.651,1188.031
Satellite144-Satellite161,6 Jun 2025 15:13:19.179,6 Jun 2025 15:33:07.212,1188.033
Satellite144-Satellite161,6 Jun 2025 16:11:19.731,6 Jun 2025 16:31:07.767,1188.036
Satellite144-Satellite161,6 Jun 2025 17:09:20.287,6 Jun 2025 17:29:08.323,1188.036
Satellite144-Satellite161,6 Jun 2025 18:07:20.842,6 Jun 2025 18:27:08.876,1188.034
Satellite144-Satellite161,6 Jun 2025 19:05:21.397,6 Jun 2025 19:25:09.433,1188.036
Satellite144-Satellite161,6 Jun 2025 20:03:21.953,6 Jun 2025 20:23:09.989,1188.036
Satellite144-Satellite161,6 Jun 2025 21:01:22.513,6 Jun 2025 21:21:10.540,1188.027
Satellite144-Satellite161,6 Jun 2025 21:59:23.068,6 Jun 2025 22:19:11.100,1188.032
Satellite144-Satellite161,6 Jun 2025 22:57:23.621,6 Jun 2025 23:17:11.655,1188.034
Satellite144-Satellite161,6 Jun 2025 23:55:24.177,7 Jun 2025 00:15:12.211,1188.034
Satellite144-Satellite161,7 Jun 2025 00:53:24.730,7 Jun 2025 01:13:12.763,1188.033
Satellite144-Satellite161,7 Jun 2025 01:51:25.286,7 Jun 2025 02:11:13.321,1188.035
Satellite144-Satellite161,7 Jun 2025 02:49:25.841,7 Jun 2025 03:09:13.873,1188.032
Satellite144-Satellite161,7 Jun 2025 03:47:26.400,7 Jun 2025 04:00:00.000,753.6
Satellite144-Satellite162,6 Jun 2025 04:20:28.475,6 Jun 2025 04:50:25.507,1797.032
Satellite144-Satellite162,6 Jun 2025 05:18:29.031,6 Jun 2025 05:48:26.065,1797.034
Satellite144-Satellite162,6 Jun 2025 06:16:29.582,6 Jun 2025 06:46:26.618,1797.036
Satellite144-Satellite162,6 Jun 2025 07:14:30.139,6 Jun 2025 07:44:27.172,1797.033
Satellite144-Satellite162,6 Jun 2025 08:12:30.697,6 Jun 2025 08:42:27.729,1797.032
Satellite144-Satellite162,6 Jun 2025 09:10:31.253,6 Jun 2025 09:40:28.287,1797.034
Satellite144-Satellite162,6 Jun 2025 10:08:31.804,6 Jun 2025 10:38:28.839,1797.035
Satellite144-Satellite162,6 Jun 2025 11:06:32.361,6 Jun 2025 11:36:29.394,1797.033
Satellite144-Satellite162,6 Jun 2025 12:04:32.919,6 Jun 2025 12:34:29.951,1797.032
Satellite144-Satellite162,6 Jun 2025 13:02:33.475,6 Jun 2025 13:32:30.509,1797.034
Satellite144-Satellite162,6 Jun 2025 14:00:34.026,6 Jun 2025 14:30:31.061,1797.035
Satellite144-Satellite162,6 Jun 2025 14:58:34.583,6 Jun 2025 15:28:31.616,1797.033
Satellite144-Satellite162,6 Jun 2025 15:56:35.140,6 Jun 2025 16:26:32.173,1797.033
Satellite144-Satellite162,6 Jun 2025 16:54:35.697,6 Jun 2025 17:24:32.731,1797.034
Satellite144-Satellite162,6 Jun 2025 17:52:36.248,6 Jun 2025 18:22:33.283,1797.035
Satellite144-Satellite162,6 Jun 2025 18:50:36.805,6 Jun 2025 19:20:33.838,1797.033
Satellite144-Satellite162,6 Jun 2025 19:48:37.362,6 Jun 2025 20:18:34.395,1797.033
Satellite144-Satellite162,6 Jun 2025 20:46:37.919,6 Jun 2025 21:16:34.953,1797.034
Satellite144-Satellite162,6 Jun 2025 21:44:38.470,6 Jun 2025 22:14:35.505,1797.035
Satellite144-Satellite162,6 Jun 2025 22:42:39.026,6 Jun 2025 23:12:36.060,1797.034
Satellite144-Satellite162,6 Jun 2025 23:40:39.584,7 Jun 2025 00:10:36.617,1797.033
Satellite144-Satellite162,7 Jun 2025 00:38:40.141,7 Jun 2025 01:08:37.175,1797.034
Satellite144-Satellite162,7 Jun 2025 01:36:40.692,7 Jun 2025 02:06:37.727,1797.035
Satellite144-Satellite162,7 Jun 2025 02:34:41.248,7 Jun 2025 03:04:38.282,1797.034
Satellite144-Satellite162,7 Jun 2025 03:32:41.806,7 Jun 2025 04:00:00.000,1638.194
Satellite144-Satellite163,6 Jun 2025 04:11:00.583,6 Jun 2025 04:40:33.213,1772.63
Satellite144-Satellite163,6 Jun 2025 05:09:01.138,6 Jun 2025 05:38:33.769,1772.631
Satellite144-Satellite163,6 Jun 2025 06:07:01.694,6 Jun 2025 06:36:34.324,1772.63
Satellite144-Satellite163,6 Jun 2025 07:05:02.249,6 Jun 2025 07:34:34.880,1772.631
Satellite144-Satellite163,6 Jun 2025 08:03:02.805,6 Jun 2025 08:32:35.435,1772.63
Satellite144-Satellite163,6 Jun 2025 09:01:03.360,6 Jun 2025 09:30:35.990,1772.63
Satellite144-Satellite163,6 Jun 2025 09:59:03.916,6 Jun 2025 10:28:36.546,1772.63
Satellite144-Satellite163,6 Jun 2025 10:57:04.471,6 Jun 2025 11:26:37.101,1772.63
Satellite144-Satellite163,6 Jun 2025 11:55:05.027,6 Jun 2025 12:24:37.657,1772.63
Satellite144-Satellite163,6 Jun 2025 12:53:05.582,6 Jun 2025 13:22:38.212,1772.63
Satellite144-Satellite163,6 Jun 2025 13:51:06.138,6 Jun 2025 14:20:38.768,1772.63
Satellite144-Satellite163,6 Jun 2025 14:49:06.693,6 Jun 2025 15:18:39.323,1772.63
Satellite144-Satellite163,6 Jun 2025 15:47:07.249,6 Jun 2025 16:16:39.879,1772.63
Satellite144-Satellite163,6 Jun 2025 16:45:07.804,6 Jun 2025 17:14:40.434,1772.63
Satellite144-Satellite163,6 Jun 2025 17:43:08.360,6 Jun 2025 18:12:40.990,1772.63
Satellite144-Satellite163,6 Jun 2025 18:41:08.915,6 Jun 2025 19:10:41.545,1772.63
Satellite144-Satellite163,6 Jun 2025 19:39:09.471,6 Jun 2025 20:08:42.101,1772.63
Satellite144-Satellite163,6 Jun 2025 20:37:10.026,6 Jun 2025 21:06:42.656,1772.63
Satellite144-Satellite163,6 Jun 2025 21:35:10.582,6 Jun 2025 22:04:43.212,1772.63
Satellite144-Satellite163,6 Jun 2025 22:33:11.137,6 Jun 2025 23:02:43.767,1772.63
Satellite144-Satellite163,6 Jun 2025 23:31:11.692,7 Jun 2025 00:00:44.323,1772.631
Satellite144-Satellite163,7 Jun 2025 00:29:12.248,7 Jun 2025 00:58:44.878,1772.63
Satellite144-Satellite163,7 Jun 2025 01:27:12.803,7 Jun 2025 01:56:45.434,1772.631
Satellite144-Satellite163,7 Jun 2025 02:25:13.359,7 Jun 2025 02:54:45.989,1772.63
Satellite144-Satellite163,7 Jun 2025 03:23:13.914,7 Jun 2025 03:52:46.544,1772.63
Satellite144-Satellite164,6 Jun 2025 04:06:38.078,6 Jun 2025 04:25:35.533,1137.455
Satellite144-Satellite164,6 Jun 2025 05:04:38.629,6 Jun 2025 05:23:36.088,1137.459
Satellite144-Satellite164,6 Jun 2025 06:02:39.189,6 Jun 2025 06:21:36.647,1137.458
Satellite144-Satellite164,6 Jun 2025 07:00:39.740,6 Jun 2025 07:19:37.199,1137.459
Satellite144-Satellite164,6 Jun 2025 07:58:40.300,6 Jun 2025 08:17:37.755,1137.455
Satellite144-Satellite164,6 Jun 2025 08:56:40.855,6 Jun 2025 09:15:38.315,1137.46
Satellite144-Satellite164,6 Jun 2025 09:54:41.406,6 Jun 2025 10:13:38.866,1137.46
Satellite144-Satellite164,6 Jun 2025 10:52:41.966,6 Jun 2025 11:11:39.422,1137.456
Satellite144-Satellite164,6 Jun 2025 11:50:42.522,6 Jun 2025 12:09:39.981,1137.459
Satellite144-Satellite164,6 Jun 2025 12:48:43.073,6 Jun 2025 13:07:40.532,1137.459
Satellite144-Satellite164,6 Jun 2025 13:46:43.633,6 Jun 2025 14:05:41.092,1137.459
Satellite144-Satellite164,6 Jun 2025 14:44:44.184,6 Jun 2025 15:03:41.648,1137.464
Satellite144-Satellite164,6 Jun 2025 15:42:44.739,6 Jun 2025 16:01:42.198,1137.459
Satellite144-Satellite164,6 Jun 2025 16:40:45.299,6 Jun 2025 16:59:42.754,1137.455
Satellite144-Satellite164,6 Jun 2025 17:38:45.850,6 Jun 2025 17:57:43.314,1137.464
Satellite144-Satellite164,6 Jun 2025 18:36:46.406,6 Jun 2025 18:55:43.865,1137.459
Satellite144-Satellite164,6 Jun 2025 19:34:46.966,6 Jun 2025 19:53:44.421,1137.455
Satellite144-Satellite164,6 Jun 2025 20:32:47.517,6 Jun 2025 20:51:44.976,1137.459
Satellite144-Satellite164,6 Jun 2025 21:30:48.077,6 Jun 2025 21:49:45.536,1137.459
Satellite144-Satellite164,6 Jun 2025 22:28:48.628,6 Jun 2025 22:47:46.087,1137.459
Satellite144-Satellite164,6 Jun 2025 23:26:49.188,6 Jun 2025 23:45:46.643,1137.455
Satellite144-Satellite164,7 Jun 2025 00:24:49.739,7 Jun 2025 00:43:47.202,1137.463
Satellite144-Satellite164,7 Jun 2025 01:22:50.294,7 Jun 2025 01:41:47.753,1137.459
Satellite144-Satellite164,7 Jun 2025 02:20:50.854,7 Jun 2025 02:39:48.313,1137.459
Satellite144-Satellite164,7 Jun 2025 03:18:51.405,7 Jun 2025 03:37:48.869,1137.464
Satellite145-Satellite146,6 Jun 2025 04:00:00.000,7 Jun 2025 04:00:00.000,86400.0
Satellite145-Satellite153,6 Jun 2025 04:16:55.035,6 Jun 2025 04:18:31.943,96.908
Satellite145-Satellite153,6 Jun 2025 05:14:55.589,6 Jun 2025 05:16:32.499,96.91
Satellite145-Satellite153,6 Jun 2025 06:12:56.147,6 Jun 2025 06:14:33.052,96.905
Satellite145-Satellite153,6 Jun 2025 07:10:56.698,6 Jun 2025 07:12:33.610,96.912
Satellite145-Satellite153,6 Jun 2025 08:08:57.253,6 Jun 2025 08:10:34.166,96.913
Satellite145-Satellite153,6 Jun 2025 09:06:57.813,6 Jun 2025 09:08:34.721,96.908
Satellite145-Satellite153,6 Jun 2025 10:04:58.368,6 Jun 2025 10:06:35.275,96.907
Satellite145-Satellite153,6 Jun 2025 11:02:58.921,6 Jun 2025 11:04:35.832,96.911
Satellite145-Satellite153,6 Jun 2025 12:00:59.479,6 Jun 2025 12:02:36.385,96.906
Satellite145-Satellite153,6 Jun 2025 12:59:00.030,6 Jun 2025 13:00:36.943,96.913
Satellite145-Satellite153,6 Jun 2025 13:57:00.586,6 Jun 2025 13:58:37.499,96.913
Satellite145-Satellite153,6 Jun 2025 14:55:01.146,6 Jun 2025 14:56:38.051,96.905
Satellite145-Satellite153,6 Jun 2025 15:53:01.701,6 Jun 2025 15:54:38.609,96.908
Satellite145-Satellite153,6 Jun 2025 16:51:02.253,6 Jun 2025 16:52:39.165,96.912
Satellite145-Satellite153,6 Jun 2025 17:49:02.812,6 Jun 2025 17:50:39.718,96.906
Satellite145-Satellite153,6 Jun 2025 18:47:03.363,6 Jun 2025 18:48:40.276,96.913
Satellite145-Satellite153,6 Jun 2025 19:45:03.919,6 Jun 2025 19:46:40.832,96.913
Satellite145-Satellite153,6 Jun 2025 20:43:04.478,6 Jun 2025 20:44:41.386,96.908
Satellite145-Satellite153,6 Jun 2025 21:41:05.034,6 Jun 2025 21:42:41.942,96.908
Satellite145-Satellite153,6 Jun 2025 22:39:05.586,6 Jun 2025 22:40:42.498,96.912
